f,1,2,80,0.99s,0.99s,EPP-PSL,65,44,51,84,1,47,32,48,60,9,34,39,15,53,2,50,13,55,42,24,56,40,38,17,64,45,27,72,19,41,18,26,11,33,28,87,31,3,20,57,6,46,12,79,14,25,7,43,54,58,49,4,35,10,29,21,16,36,37,22,8,5,85,30,23,52,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,80,1.03s,1.03s,EPP-PSL,65,39,42,61,18,34,2,9,64,24,33,11,46,25,23,35,29,37,13,17,15,50,58,51,52,60,53,70,10,55,19,31,7,32,36,59,16,43,5,14,28,22,44,72,27,8,26,3,54,49,38,12,40,47,41,6,57,21,56,48,30,4,79,1,20,45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,85,0.95s,0.95s,EPP-PSL,70,8,15,86,23,32,46,53,79,10,48,6,25,19,27,9,22,29,12,47,50,41,45,85,38,65,60,5,72,51,4,14,30,28,36,54,83,49,56,39,11,18,37,3,24,42,84,31,55,57,16,7,13,64,26,58,40,2,44,43,52,21,35,17,33,20,87,34,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,85,0.99s,0.99s,EPP-PSL,72,4,40,61,39,32,7,20,70,37,34,55,5,19,18,38,29,22,31,2,51,24,50,45,13,58,64,44,84,27,49,42,30,57,8,47,87,16,3,25,14,36,12,41,56,28,79,6,48,33,17,46,65,60,10,52,9,35,11,43,26,21,15,54,53,1,59,23,85,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,85,1.03s,1.03s,EPP-PSL,79,27,37,84,6,5,44,1,65,22,18,54,25,39,21,52,35,56,17,43,31,24,50,72,40,60,64,12,61,53,55,48,2,7,32,36,59,42,34,3,14,19,16,29,26,28,85,10,9,30,15,46,70,58,57,49,47,38,33,8,13,23,41,51,4,11,62,20,45,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,90,0.95s,0.95s,EPP-PSL,65,14,7,78,11,23,37,53,40,85,52,19,47,30,9,20,31,4,15,2,29,44,22,49,60,79,3,72,27,87,69,13,42,43,54,36,24,74,6,51,33,21,26,48,12,45,35,55,86,5,41,16,57,46,38,83,84,50,64,17,1,56,10,8,28,58,25,34,61,32,18,70,39,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,90,0.99s,0.99s,EPP-PSL,87,31,29,69,47,1,12,32,24,79,22,3,5,20,50,23,28,60,35,55,54,44,15,17,45,72,41,84,19,70,74,58,11,30,4,39,10,68,9,6,8,34,7,57,56,49,13,48,61,42,16,51,33,14,40,85,65,26,38,37,64,2,46,27,21,52,53,36,62,43,18,83,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,90,1.03s,1.03s,EPP-PSL,70,44,50,69,34,23,26,5,17,72,46,19,18,1,38,21,36,45,40,41,48,7,29,51,64,85,35,79,33,65,68,60,14,2,27,30,28,83,56,12,32,6,9,43,31,49,42,57,74,16,13,24,20,47,54,61,87,15,52,37,58,53,22,10,39,55,4,11,84,3,25,59,8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f,1,2,95,0.95s,0.95s,EPP-PSL,78,50,60,82,27,21,26,53,49,39,61,7,8,44,4,47,51,42,79,13,9,38,28,22,32,16,70,74,2,87,83,41,88,14,65,19,10,43,31,34,24,68,35,54,57,20,46,56,40,58,17,55,69,37,52,25,6,5,45,84,72,12,64,29,85,11,33,3,48,15,1,36,23,59,30,18,86,62,0,0,0,0,0,0,0,0,0,0
f,1,2,95,0.99s,0.99s,EPP-PSL,62,26,35,88,11,36,48,43,51,30,79,46,3,18,60,21,4,19,65,38,58,41,27,37,25,54,64,74,45,83,84,42,82,7,85,57,40,32,44,5,10,78,15,6,33,34,31,47,24,49,22,12,68,56,9,53,13,14,29,59,61,16,72,55,70,28,8,17,2,50,52,39,1,69,20,23,87,86,0,0,0,0,0,0,0,0,0,0
f,1,2,95,1.03s,1.03s,EPP-PSL,74,15,60,86,36,21,44,2,48,8,85,40,19,23,49,6,12,7,79,50,45,42,53,37,5,22,65,83,38,87,59,26,69,47,72,34,41,3,27,11,16,68,56,14,30,25,57,39,24,35,46,9,63,28,13,20,29,31,58,61,62,17,70,54,64,10,32,51,43,52,55,4,18,66,1,33,84,78,0,0,0,0,0,0,0,0,0,0
f,2,0,100,0.95s,0.95s,EPP-PSL,57,11,22,1,7,9,35,45,79,3,28,47,39,4,74,38,27,10,20,50,73,55,88,8,30,5,76,32,18,84,25,72,78,33,13,34,49,43,87,26,71,14,66,15,19,59,6,62,2,42,51,37,36,52,21,81,53,44,54,17,86,23,56,75,46,24,40,80,61,29,31,83,58,16,48,12,41,0,0,0,0,0,0,0,0,0,0,0
f,2,0,100,0.99s,0.99s,EPP-PSL,28,27,52,50,20,53,10,30,88,54,47,33,4,40,74,26,21,31,35,34,80,49,60,23,55,43,76,39,51,86,22,87,71,57,25,42,16,17,62,38,84,36,81,15,19,59,56,61,29,44,41,37,45,9,18,66,6,8,48,3,78,14,12,75,5,58,2,72,73,11,1,79,24,7,46,13,32,0,0,0,0,0,0,0,0,0,0,0
f,2,0,100,1.03s,1.03s,EPP-PSL,3,29,58,53,17,24,8,12,81,23,16,2,10,14,66,15,11,38,19,34,76,37,63,51,39,9,87,33,27,86,52,72,71,5,25,54,4,46,59,32,74,13,79,6,31,62,50,61,42,36,18,1,35,45,55,84,43,21,20,49,75,48,44,60,7,56,30,73,80,40,26,78,22,28,47,41,57,0,0,0,0,0,0,0,0,0,0,0
